ticker,trade_date,minute,ret_15m_bps,option_price_mode,call_d25_opt_exit_ret,call_d25_opt_exit_minutes,call_d35_opt_exit_ret,call_d35_opt_exit_minutes,put_d25_opt_exit_ret,put_d25_opt_exit_minutes,put_d35_opt_exit_ret,put_d35_opt_exit_minutes,wall_net_gamma_total_log,lag_minute,gex_log_lag45,net_gex_proxy,net_gex_proxy_lag45,net_gex_slope15,month,action,score,realized_return,exit_minutes,date,deploy_config,arm,policy
SPXW,20230103,680,-43.06609655576388,executable_quote,-0.6395349107992966,32,-0.6216216329417147,64,0.3199999809265137,30,0.1851851764638841,33,-21.090949472765576,635.0,-20.58754240083277,-1444385014.002602,-873084061.6232299,-190433650.79312408,202301,PUT,1.0,0.3199999809265137,30.0,20230103,thr-inf_maxday4,K1_ALIGNED,KING_GEX_SLOPE1_EXECUTABLE_V1
SPXW,20230103,710,-9.0049033746753,executable_quote,-0.6025641245092703,57,-0.6197182980351824,156,-0.6052631529414422,45,-0.6250000175307774,112,-21.47870607415474,665.0,-18.542753497902684,-2128548382.3179245,-112983628.88441558,-671854917.8111696,202301,PUT,1.0,-0.6052631529414422,45.0,20230103,thr-inf_maxday4,K1_ALIGNED,KING_GEX_SLOPE1_EXECUTABLE_V1
SPXW,20230103,765,-2.838971350325181,executable_quote,-0.6666666445908718,107,-0.6099999904632568,107,0.129032292797713,30,0.1269840777265736,30,-21.682420879541784,720.0,-21.528414885206708,-2609490632.201013,-2237029898.3877172,-124153577.93776529,202301,PUT,1.0,0.129032292797713,30.0,20230103,thr-inf_maxday4,K1_ALIGNED,KING_GEX_SLOPE1_EXECUTABLE_V1
SPXW,20230103,795,-0.8686083403874889,executable_quote,0.37837833483955885,30,0.365384647126735,30,-0.6944444297272478,30,-0.6509434042896989,30,-21.772584537882413,750.0,-21.57009146789239,-2855704865.096297,-2332231723.7636123,-174491047.11089483,202301,PUT,1.0,-0.6944444297272478,30.0,20230103,thr-inf_maxday4,K1_ALIGNED,KING_GEX_SLOPE1_EXECUTABLE_V1
SPXW,20230104,690,5.560516564058204,executable_quote,1.6136363069873223,30,1.2105262431411523,30,-0.6018518412227658,128,-0.643750011920929,150,20.85732029652651,645.0,-19.640760066058778,1143455089.0330865,-338745641.31435496,494066910.1158138,202301,PUT,1.0,-0.6018518412227658,128.0,20230104,thr-inf_maxday4,K1_ALIGNED,KING_GEX_SLOPE1_EXECUTABLE_V1
SPXW,20230104,820,6.080978980760321,executable_quote,-0.9038461503192516,30,-0.8823529427233039,30,0.8867923849288515,30,0.9873417240174001,30,21.643644191625704,775.0,21.615606813084515,2510239970.3249874,2440836908.3678255,23134353.985720634,202301,PUT,1.0,0.8867923849288515,30.0,20230104,thr-inf_maxday4,K1_ALIGNED,KING_GEX_SLOPE1_EXECUTABLE_V1
SPXW,20230104,860,2.9032269291384694,executable_quote,-0.9152542386579636,30,-0.918604656159394,30,2.315789615678657,30,2.096154033079662,30,21.64362131473061,815.0,21.578039150000226,2510182544.485366,2350841414.107671,53113710.12589836,202301,PUT,1.0,2.315789615678657,30.0,20230104,thr-inf_maxday4,K1_ALIGNED,KING_GEX_SLOPE1_EXECUTABLE_V1
SPXW,20230105,680,-4.643702642112002,executable_quote,0.3888889256818804,130,0.4843749778810891,130,-0.6195652095041111,121,-0.6688311668205551,123,-22.118313040309744,635.0,-21.961124824457308,-4035165040.4983425,-3448222866.680599,-195647391.2725811,202301,PUT,1.0,-0.6195652095041111,121.0,20230105,thr-inf_maxday4,K1_ALIGNED,KING_GEX_SLOPE1_EXECUTABLE_V1
SPXW,20230106,680,-10.153892208657478,executable_quote,0.7142857467236177,35,0.5789474212561967,39,-0.6097560826686785,37,-0.6212121157387838,113,21.76724102858266,635.0,20.998488101368395,2840486076.66765,1316823324.3187814,507887584.1162896,202301,CALL,1.0,0.7142857467236177,35.0,20230106,thr-inf_maxday4,K1_ALIGNED,KING_GEX_SLOPE1_EXECUTABLE_V1
SPXW,20230106,715,19.500856272036682,executable_quote,-0.6410256559170049,30,-0.6018518412227658,30,0.24390244469764633,65,0.2537313220388875,51,22.19249650451973,670.0,21.962853117940917,4345890419.203544,3454187560.6790166,297234286.17484236,202301,PUT,1.0,0.24390244469764633,65.0,20230106,thr-inf_maxday4,K1_ALIGNED,KING_GEX_SLOPE1_EXECUTABLE_V1
